business,stars,date,signal,category,phrase,summary,text
billyGO Air Conditioning & Plumbing,1,2 years ago,True,other_comm_problem,which they could not provide even after giving specific details,The company failed to provide an estimate over the phone despite providing specific details.,"I had a terrible experience with this company, the only reason I am giving them a 1 star is that the technician came out on time.

I had a clogged toilet in my master bathroom and after running an auger thru it I noticed roots. I used a measuring tape to check how deep the roots were and it turned o"
billyGO Air Conditioning & Plumbing,1,6 years ago,False,none,none,No communication issue was mentioned in this review.,well today In was at my wife's parents and their (badge 5) disposal broke. I looked online for a decent plumber and Billy Go came up. I downloaded the app and made an appointment. He was 30 mins late so they took $1 a minute off plus $59 for using and downloading the app. So as I waited for the Quot
billyGO Air Conditioning & Plumbing,1,8 months ago,True,other_comm_problem,does not honor warranties trust me call anyone but these people,"The company failed to honor warranties, leading to distrust in their business practices.",This company charges to much for some off brand hvac unit then does not honor warranties trust me call anyone but these people..
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,"No communication issue, customer complaint about technician's behavior and pricing.",Technician who came by to give me a quote was arrogant and rude.  His initial thought on the estimate was close to 3k more than another estimate I received so I told him thanks but was too high for me.  He then started to question me on what the other company would do and telling me good luck with a
billyGO Air Conditioning & Plumbing,1,a year ago,False,none,none,no communication issue,"Had Billy go come out to clear a sewer line blockage.   Charged $980 and didn't fix blockage.   Said I needed to replace all sewer lines for $27,000.   Drain Doctor came out next day and cleared blockage in 30min for $200."
billyGO Air Conditioning & Plumbing,1,2 years ago,True,other_comm_problem,"""they don’t give me my money back because this company’s installer installed it""",The company failed to refund the customer after a returned item was deemed used due to their installer's actions.,"Terrible place.
They’ve come to my house numerous times, first for a thermostat issue. They tried to charge me TRIPLE, but the tech told me which one to order from Amazon. Turns out that was the wrong one, I return it and they don’t give me my money back because this company’s installer installed it"
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,No communication issue was mentioned in this review.,"Paid handsomely for emergency leak repair on Saturday.   The leak was not properly diagnosed or repaired, so we requested another visit on Monday.   When the plumber showed up, he said something else was wrong that he did not detect on Saturday and charged another substantial fee to finally stop the"
billyGO Air Conditioning & Plumbing,1,a year ago,False,none,none,"No communication issue, review focuses on service quality and pricing.","Came to clean out drain, broke snake off in pipe under house then quoted 24,000 to reroute sewer line. Technicians may get percentage of income they generate. President's proposal to solve problem was to jack hammer my living room foundation to get to pipe. Stay away from this company. Since learned"
billyGO Air Conditioning & Plumbing,1,Edited 2 years ago,True,other_comm_problem,"""Very recently their customer service is not great at all""",The customer experienced poor customer service from BillyGo.,"Hi all, this is my second review after 3 years on BillyGo. I have been a customer with them since 2019. I have used them for drain cleaning and HVAC replacement & maintenance at two of my properties. Very recently their customer service is not great at all and every time the tech comes in for standa"
billyGO Air Conditioning & Plumbing,1,4 years ago,False,none,none,No communication issue mentioned in the review.,"Last Friday, I got a clogged drain, they told me my situation is very complicate and gave me a quote of almost $600 to fix my problem.  After the work,  they told me I have a bigger problem so they can't give me warranty,  and gave me a quote for 20K to solve the problem. Just one hour after they le"
billyGO Air Conditioning & Plumbing,1,5 years ago,True,other_comm_problem,didn't want to waist time driving an hour,"The technician failed to physically visit for a free estimate, instead giving a high price over the phone.",Well I had an appointment today. Received a text that the technician was on his way. I get a call from a technician stating he wanted to give me an estimate over the phone because he was an hour away and didn't want to waist time driving an hour.  Remind you that I received a free estimate. Without 
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,No communication issue mentioned in the review.,"I've been using BillyGo for a long time, but this is the first time I've seen such an unfriendly technician. He is the guy who I never want to meet again. And also, he worked only 10 minutes for simple electricity problem and charged me $280 something."
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,"No communication issue, customer had a problem with the service charge.",I called this company for two of  my toilet were not flushing.  They came and changed the Toilet Fill Valve with Tank and Bowl Water Control . My husband had to change that in the past for less than $20.They charged me $660 .This too much charge.
billyGO Air Conditioning & Plumbing,1,4 years ago,False,none,none,no communication issue,"If it takes five different plumbers to fix a sink, I would change your business model. BillyGo consists of a whole lot of inexperienced plumbers making quick fixes with terrible final products. Don’t waste your money on a membership. Just go with another company as a whole and save yourself tons of "
billyGO Air Conditioning & Plumbing,1,2 years ago,True,other_comm_problem,Left me high and dry.,The plumber's initial statement about not performing water jet service on weekends caused a communication issue.,Scheduled water jet service with dispatcher the day before Easter (a Saturday). Plumber arrived and informed us that they do not water jet on weekends. Then quoted me $800 to camera/snake an already pulled toilet. Left me high and dry. Would give 0 stars if I could.
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,No communication issue mentioned in the review.,Very poor company. Inexperience technician. Not know what they are doing. Cost me double money to correct the issue from other company. The blower the installed was after market and they charged me for original Lennox blower. If you have choice don't consider them at all. You will end up paying more
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,No communication issue mentioned in the review.,"DO NOT USE THEM, they are complete rip off. I called for new water heater, got a quote of $6000. Manager tells me he can't even get water hear for $2700 where I can just walk to lowes or home depot and get for $1400 and higher year warranty. I called few other companies and they all have quoted me b"
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,"No communication issue, customer had a problem with the company's services and pricing.","This company advertises a $0 diagnostic fee, however, they charge you a $120 travel fee! Tech did a diagnostic of my HVAC system and quoted me around 750 DOLLARS to replace 2 capacitors. Mind you that capacitors cost around $15 each and are around a 10 minute job to change out. Went to the HVAC stor"
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,no communication issue,They are driving their truck around on very bald tire that’s about to blow.  If they can’t spend the money to maintain their trucks then I’m not going to trust them with my projects.
billyGO Air Conditioning & Plumbing,1,4 years ago,False,none,none,No communication issue was mentioned in this review.,They sent someone out on an emergency service call for my mother's ac unit because it stopped blowing cold air. The repair man was out there for maybe 10 minutes and said it would cost $7000 to replace the whole inside and outside unit (even though he never checked the inside unit) he said the freon
billyGO Air Conditioning & Plumbing,1,3 years ago,True,other_comm_problem,no technician is available - and I would need to be rescheduled,The customer was not informed of the technician's unavailability before the scheduled time.,"Unfortunately, technician did not show for service. An hour after the scheduled start time I was contacted saying that no technician is available - and I would need to be rescheduled.

Thing is, this is the second reschedule - and I am not sure I am going to go a third. Many companies out there that"
billyGO Air Conditioning & Plumbing,1,4 years ago,False,none,none,no communication issue,Just to re-ignite the heater they charged us $200 for 5 min job. This is really crazy and they are always trying to upsell and very highly priced compare to other. Won't recommend. Bad experience.
billyGO Air Conditioning & Plumbing,1,4 years ago,False,none,none,no communication issue,"They are quite expensive, charged $250 restocking fee for a canceled service for generic parts which I was told they carry in their truck. Be aware."
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,no communication issue,They wanted my credit card info before they would come out and give me a free quote. Seems very scammy.
billyGO Air Conditioning & Plumbing,1,4 months ago,False,none,none,no communication issue,Driver in van 52 road raging with another car
billyGO Air Conditioning & Plumbing,1,6 years ago,True,other_comm_problem,Their lack of response,The plumber failed to respond to the customer's attempts to reschedule.,"This plumber never showed for appointment. Then couldn’t even reschedule for a first am appointment. Their lack of response, cost us money. Very unprofessional, would not recommend."
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,no communication issue,Dishonest by trying to charge for unnecessary fixtures. Will never ever use them.
billyGO Air Conditioning & Plumbing,1,4 years ago,False,none,none,no communication issue,Find someone else. Garcia rip off.
billyGO Air Conditioning & Plumbing,1,2 weeks ago,True,repeat_calls,We contacted BillyGO at 11 and tried to find out when the crew would show up,The customer had to call multiple times to get an update on the crew's arrival time.,Ricky Diaz was first point of contact with BillyGO and he was great. Issac and Alex made the needed sanitary line repairs and they were great also. After Ricky determined had a leak and a tunnel needed to be dug we were told a crew would be out the next morning to dig the dirt so repairs could be co
billyGO Air Conditioning & Plumbing,1,a month ago,True,repeat_calls,"""multiple calls to dispatch a technician for my scheduled appointment""",The customer had to make multiple calls to get a technician dispatched for their scheduled appointment.,"I called to request a service appointment between 8 and 9 AM for my two pipe HVAC system in my condominium. When I set the service appointment, I specifically emphasized that this was a two pipe system to be sure that the technicians knew how to service them.
The technician arrived at 10:30 AM for t"
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,no communication issue,"Wasn't really in the market for a $2,839 50 gallon water heater, before their $517 warranty and pressure for annual subscription!  This job is worth $950 max. Whatever."
billyGO Air Conditioning & Plumbing,1,6 years ago,True,other_comm_problem,no charge for service call,"The service was late and the diagnosis was incorrect, leading to wasted time and money.",Scheduled service for Sun between 12 & 1. Showed up at 4:30 for sewer backup in master bath. Tech said main sewer line to street was stopped up. Would cost $430+ more for each line in house. Said thanks but no thanks. Called city of Denton and they came out for free & checked main line & said it was
billyGO Air Conditioning & Plumbing,1,6 years ago,False,none,none,No communication issue.,"Way too high $600 higher than 3 other Master Plummer’s bids on same install .
I called the company and told them they were over bidding and they laughed ... well laugh at this review !"
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,No communication issue.,I called for a quote a while back and the guy called me on way and asked more about quote and laughed at the fact that i was looking for an ac unit price under 10k which others provided and bought so their loss
Unlimited Air Conditioning and Heating,1,a year ago,True,other_comm_problem,he no-showed,The technician failed to show up for the rescheduled appointment.,First appointment he called 2 hours before to tell me it was too cold outside to do a routine air conditioning check up (the high was 62 degrees that day). Rescheduled to the following week and he no-showed.
Unlimited Air Conditioning and Heating,1,2 years ago,False,none,none,No communication issue was mentioned in this review.,My Ac went out I called Unlimited . The tech showed up tapped the Thermostat and tightened a wire . He said I needed a new thermostat but he did not have one on his truck. Charged me $143.00   trip charge . I will never call them again.
Unlimited Air Conditioning and Heating,1,8 years ago,False,none,none,"No communication issue, but poor work quality and unprofessional behavior.",Do not call these guys if you need quality work for a difficult job. I had an appointment scheduled for 1pm they arrived around 2pm and left the job site before the work was completed. I personally walked around with the guys to show them and explain what I needed done. Which included fixing 2 units
Unlimited Air Conditioning and Heating,1,6 years ago,False,none,none,No communication issue mentioned in the review.,Unethical business. Made a service call for one of my outdoor AC units for functioning properly. The root cause a bad capacitor. The technician recommended replacing the capacitors in both my outdoor units. They quoted my $573.00 for two capacitors. I was in a bind and have young children at home so
Unlimited Air Conditioning and Heating,1,2 years ago,True,no_callback,Frank said he would call back in 15 mins and never did,The customer was not called back after a promised callback.,"No showed an appointment and provided zero communication. Frank said he would call back in 15 mins and never did and didn't show.

Extremely disappointed in how they're doing business."
Unlimited Air Conditioning and Heating,1,4 years ago,True,other_comm_problem,No communication.,The customer felt there was a lack of communication about the technician's ETA.,Had an appointment scheduled for 9:30am.  I'm texting at @ 9:45 asking for an ETA.  Technician arrives at 10:10am saying they are there.  Got tired of waiting and left.  Poor Service!   No communication.
Unlimited Air Conditioning and Heating,1,5 years ago,True,no_callback,they said they would call back but never did,The company failed to follow through on a promised callback.,"Called them on a friday, they said they would be out on monday. It came to wednesday and they still had not shown up. I called in to check and they said they would call back but never did."
Unlimited Air Conditioning and Heating,2,3 years ago,True,other_comm_problem,they never got back with me,The company failed to provide a breakdown of the estimate and respond to customer inquiries.,"First of all, they did not alert me to let me know that they were not coming on the suppose date that they were supposed to come. Then when they came the next day, they gave me an estimate two different prices. They did not break the estimate down as to say how much the actual part would cost, and h"
Unlimited Air Conditioning and Heating,2,2 years ago,False,none,none,no communication issue,If you want to pay full retail prices and $400 for a 35 min AC check.
Unlimited Air Conditioning and Heating,5,6 months ago,False,none,none,no communication issue,"Cleber was awesome, very professional, honest and got us taken care of.  We had a different company come out before but something felt off so we called Unlimited.  They were amazing!  Trust worthy and thorough. We would definitely recommend Unlimited!"
Unlimited Air Conditioning and Heating,5,5 months ago,False,none,none,no communication issue,Frank and the crew were amazing to work with! These guys have been doing HVAC services for almost 20 years now so their expertise and experience speak for themselves. Worth all the money that you're going to invest in them so I highly recommend!
Unlimited Air Conditioning and Heating,5,6 years ago,False,none,none,No communication issue.,"Frank (owner) was highly recommended to me as a professional with high quality standards, after working with him I agree. He was very responsive to my questions and my requests (no matter how outlandish, keeping old equipment that I had replaced on my own throughout the years).

We had a leak in our"
Unlimited Air Conditioning and Heating,5,10 months ago,False,none,none,No communication issue.,"AMAZING SERVICE! I spend a lot of time doing my research before contracting someone to do an expensive project like heating and cooling. They are honest, fair priced and if you have issues they will come out quickly and resolve the issues. You don’t need to look at any of the 1-star reviews because "
Unlimited Air Conditioning and Heating,5,2 years ago,False,none,none,No communication issue was mentioned in this review.,My first interaction with Frank was amazing. He was courteous and explained the service procedure. I received same day service which was a bonus. I received a text/email confirmation of my appointment. The best part is the text message had the name and a picture of the person who was coming to servi
Unlimited Air Conditioning and Heating,5,a year ago,False,none,none,No communication issue.,"My uncle and I recently had our unit go on the fritz. Frank found and fixed the issue (needed a new dual capacitor) in no time at all. He's efficient, courteous, and trustworthy. He explains things clearly and I would not hesitate to call him again. Thank you!"
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,No communication issue.,"Frank and his team are professional, attentive and provide quick and clear communication. They took the time to explain the work they would complete, provide options for various solutions and prices, and their suggestions for on-going maintenance were valuable. When they did the initial diagnostic, "
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,No communication issue.,"After ""successfully"" installing my own thermostat this summer I discovered a little too late (first cold snap of the season) that I wasn't as successful as I thought as the heat didn't work.  I called Unlimited on Sunday & they scheduled me for first thing on Monday morning.
The tech arrived on time"
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,No communication issue.,"Frank was extremely responsive. The prices were fair. I compared this business to 12 other well-known places in the Dallas area. Frank got me an appointment the very next day. The service man who came out was clean, polite, professional, and knowledgable. They are a ""legitimate"" business. Confirmed "
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,False,none,none,no communication issue,"Frank and team are responsive, on time and always get the job done. They work to please and over the top careful. One example is we have an off white carpet on our spiral staircase and I asked that they be careful. When they were finished replacing some pretty heavy units upstairs, the carpeting was"
Unlimited Air Conditioning and Heating,5,9 months ago,False,none,none,no communication issue,Prompt and quick same day service. The Cleber was friendly and did a great job explaining things.
Unlimited Air Conditioning and Heating,5,2 years ago,False,none,none,no communication issue,"The customer service was top-notch. Frank is a great guy who is friendly, attentive, and passionate about his work, his team to attention to detail and commitment to customer satisfaction truly stood out. I highly recommend Frank's business to anyone seeking top-of-the-line HVAC services."
Unlimited Air Conditioning and Heating,5,9 months ago,False,none,none,no communication issue,"Fast response, fast, clean and honest work, and everyone was very polite. Great company all around!!"
Unlimited Air Conditioning and Heating,5,10 years ago,False,none,none,No communication issue.,Frank and Alex were great.  I received a call back within 5 minutes and they came over to my house within the hour to check out our A/C issue.  They were extremely professional and thorough with their work.  I'll be recommending them to all my neighbors and they'll definitely be my first call for an
Unlimited Air Conditioning and Heating,5,2 years ago,False,none,none,No communication issue.,"Highly recommend Unlimited Air Conditioning & Heating! After a recommendation from a friend who is a long-time customer of Unlimited (Frank), I reached out to Frank when our A/C suddenly stopped working on a Friday evening. Kleber, one of their team members, arrived at 8 am that Saturday and had our"
Unlimited Air Conditioning and Heating,5,4 years ago,False,none,none,No communication issue.,Frank and his team did an excellent job diagnosing the issue with our furnace blower fan and motor.  They retrieved the parts the same day and had the system repaired early the next morning.  Their responsiveness and service were impeccable.  I will gladly call Frank for all my future HVAC needs.
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,no communication issue,"Perfect job again, and ALWAYS way less expensive than every other place. Unlimited Air has already replaced our furnace and did other work for us. This time, we needed better airflow to our bedroom and to reroute our dryer vent. Frank had simple, effective solutions for both, and he gave such a reas"
Unlimited Air Conditioning and Heating,5,4 years ago,False,none,none,No communication issue.,"I called Frank when my home AC could not reach thermostat set point, and had an 8 degree differential. I have a little baby and the house was reading 85.

They came within the hour, were exceptionally kind and easy to work with and they did the most honorable job detecting the issue and problem solv"
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,no communication issue,"I have used Frank & his Unlimited AC & Heating for over 10 years. His commitment to quality service, honesty & integrity at a competitive price are unparalleled. I am
glad to recommend him without reservation."
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,False,none,none,no communication issue,"The best in the business in terms of air conditioner repair and best AC tune up in Dallas. Frank and the team at Unlimited Air Conditioning are fast to reply, great to work with, and very fairly priced. They will get you taken care of!"
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,No communication issue.,Great a/c service! I was in a pinch to get my hvac system checked out and Unlimited came to the rescue. Called to make an appointment and they had same day service call available. I booked for next day and they showed up and service was completed par excellent! Thanks to the employees at Unlimited F
Unlimited Air Conditioning and Heating,5,5 years ago,False,none,none,No communication issue.,"Extremely professional, quick and honest work! We had an entire 3 ton unit installed with ducts, returns, thermostat, the whole system in order to replace our window units by his team and we couldn't be happier! Frank was recommended by a friend and I'll be gladly be recommending him to whomever nee"
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,no communication issue,"Unlimited Air conditioning and Heating is a trustworthy, thorough, and honest company. Frank and his team always do a great job of explaining any issues and getting them repaired in a timely manner. I will continue to recommend this company for any HVAC issues"
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,False,none,none,no communication issue,I've been using Unlimited Air Conditioning & Heating for years.  Frank is extremely reliable and honorable. Always delivers on prompt response and is quick to schedule the job.  He also staffs a good crew.
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,no communication issue,Frank and his team do a great job of making sure everything works before they leave. I have used them for two years now and I have never been dissatisfied. Quality work that won’t break the bank. I recommend them for and hvac/ ac work.
Unlimited Air Conditioning and Heating,5,6 years ago,False,none,none,no communication issue,"We have known Frank for well over 10 years. We've referred him out to all of our friends and family, with nothing but positive feedback from all. He and his team are very fair and extremely friendly and honest, so I would recommend unlimited AC in a heartbeat to anyone looking."
Unlimited Air Conditioning and Heating,5,4 years ago,False,none,none,no communication issue,Cleber showed up when he said he would and diagnosed the issue quickly. We had a massive leak in our mini split unit due to it being initially installed poorly (by a different company/contractor). It was completely fixed in a couple hours and blowing ice cold air as well as heat. Great work and reas
Unlimited Air Conditioning and Heating,5,8 years ago,False,none,none,no communication issue,"We have been customers of Unlimited Air & Heating for 10+ years and there is no one better!!!  Frank is the utmost professional, and so very friendly!  He and his team clearly know their trade and they have saved us so much money throughout the years with minor repairs....never pushing us to purchas"
Unlimited Air Conditioning and Heating,5,4 years ago,False,none,none,no communication issue,"My AC sensor kept switching off my outside unit in August. Unlimited Air and heating found that it was a clogged condensation line. Rather than trying to charge me for all sorts of repairs, they were very honest and blew out the line to clear the clog. It now works perfectly and I didn't pay for rep"
Unlimited Air Conditioning and Heating,5,5 years ago,False,none,none,No communication issue.,"I had an excellent experience with Unlimited Air Conditioning. My AC went out the first really hot day of the spring. He made it over same-day for diagnostics. Original assessment was it was going to be a replacement motor for a fan, but when he returned with the new part a few days later it ended u"
Unlimited Air Conditioning and Heating,5,Edited 2 years ago,False,none,none,No communication issue.,Frank & his team are the trust worthy and dependable.  They have been doing my HVAC service work for years.  Replaced another system.  Excellent group of guys. I don’t have to worry about a thing
Unlimited Air Conditioning and Heating,5,6 years ago,False,none,none,no communication issue,"Unlimited Air was recommended to me and they delivered. The service tech was knowledgeable and very professional and was able to get my system up and running again. Frank, thanks for being awesome and fixing our system. I highly recommend Unlimited Air Conditioning."
Unlimited Air Conditioning and Heating,5,6 years ago,False,none,none,No communication issue.,"I highly recommend Frank and his team at Unlimited Air Conditioning and Heating.  They are quick to respond to texts, emails or calls.  They show up when they say they will show up and text you with status updates.  The work is performed quickly, professionally and to a very high standard."
Unlimited Air Conditioning and Heating,5,a year ago,False,none,none,no communication issue,"Very good service, very professional in their work, they left my air system working at 100%, I highly recommend them, they do not leave until they are sure that everything is working correctly."
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,False,none,none,No communication issue.,"Always good service and explanations from Frank or any other of the team that comes out twice a year.  And Frank and his team have always been available and responsive during more ""emergency"" situations.  Thanks!!

Been having Frank and his team service our HVAC since 2013!"
Unlimited Air Conditioning and Heating,5,3 years ago,False,none,none,no communication issue,Unlimited was great. Very friendly and professional staff. They were able to diagnose the problem and resolve it quickly. Cleber made sure to let me know the cost for the parts and service before he did any repairs. I could not ask for better service.
Unlimited Air Conditioning and Heating,5,6 years ago,False,none,none,No communication issue.,"10 star review.

My art studio's AC went out before I had a number of important meetings happening. Called and was asked if I would be there all day, said I would be until it was fixed. Frank said he would have a tech out at 3. 10 minutes later, I get a text saying 1. The crew showed up at 12:40. 20"
Unlimited Air Conditioning and Heating,5,6 years ago,False,none,none,No communication issue.,"Frank and team did a fantastic job replacing the evaporator coil on one of our A/C units.  The team is honest, dependable and very professional.  He didn’t nickel and dime.  He mentioned an upgraded system, but didn’t try to hard sell.  He offered  it as an option, and left it at that.  Will definit"
Unlimited Air Conditioning and Heating,5,10 years ago,False,none,none,no communication issue,"I have used a lot of HVAC companies over the years, along with many other contractors and third party services due to major renovations. I can honestly say that Frank is the most trustworthy person I have ever let into my home to date. He is dependable at all times and really takes the time to walk "
Unlimited Air Conditioning and Heating,5,5 years ago,False,none,none,No communication issue.,"Frank and his team were exactly what we were looking for when we called for after hour service. Our technician was professional, friendly, and most importantly was able to diagnose and resolve the issue in record time. Unlimited Air Conditioning & Heating will be our go to provider for all things HV"
"Jade Air, LLC",1,8 months ago,False,none,none,"No communication issue, the problem was with the service quality and installation.","Jade air came to check on my unit, did something and blew the transformer and the panel. After waiting a week for new parts, they show up at my doorstep and leave them saying they can’t install them. Called out another HVAC technician, over $1500 in damages from Jade Air. Most of the companies I cal"
"Jade Air, LLC",1,4 years ago,True,repeat_calls,Around 2PM I called and was told they were still coming,The customer had to call multiple times to get an update on the service.,"I scheduled a service maintenance request. Gilbert said service person would be here between 10AM  and noon. At 11:45 I called and received a return call within minutes, I was told they had an emergency. They would be here shortly not to leave it would be between 15 minutes maybe an hour or so. Arou"
"Jade Air, LLC",1,6 years ago,True,other_comm_problem,couldn’t get these guys to come out. And actually show up.,The company failed to physically show up for the appointment.,"Absolutely worst HVAC company I’ve ever dealt with. They do not have prices cheap, you can get the same results with any other company for same price or cheaper. I had to end up using A# 1 instead cause I couldn’t get these guys to come out. And actually show up. SAVE YOUR MONEY AND USE A DIFFERENT "
"Jade Air, LLC",1,4 years ago,True,other_comm_problem,They rescheduled on me 5 times,"The company failed to communicate effectively, rescheduling multiple times without a clear resolution.","My A/C broke and they said they’d be able to fix it. They rescheduled on me 5 times, I left work early three of the times to meet them. Incredibly unprofessional and this experience has left me incredibly frustrated. Would not recommend. Find someone else."
"Jade Air, LLC",1,9 years ago,True,no_callback,They never called.,The company failed to follow up with a scheduled callback to schedule an appointment.,Called these people last Thursday to get a quote for an install of a part. They gave me the lowest bid by a lot so decided to go with them. The guy said the part should be in either next day or following Monday. On Friday they said the part hadn't come in so they would call us on Monday when it came
"Jade Air, LLC",1,a week ago,True,no_callback,Never received a call.,The customer was promised a callback but never received one.,Was told over the phone by the owner on a Friday that the cost of service fee to come out the next day was going to be $95 and then was charged $145. I spoke to the owner the day services were rendered and asked why I was charged a different amount and he said he would speak to the technician and ca
"Jade Air, LLC",2,12 years ago,False,none,none,no communication issue,"Gilbert came out promptly on a Sunday morning to tend to our AC problem. He was great at diagnosing the problem and quick to solve it. Replaced a capacitor and installed a hard start, working a total of 1.5 hours on the entire job. A quick look up on the net of the parts he used showed a total of $1"
"Jade Air, LLC",3,3 years ago,True,voicemail,Awful answering service,The customer experienced a poor answering service.,Awful answering service but owner was so open and available for feedback!
"Jade Air, LLC",5,6 months ago,False,none,none,No communication issue.,Called jade because my AC was not working. Very polite and professional on the phone. He walked me through initially troubleshooting my AC while I was in the attic. We figured out the issue while on the phone! Jade was extremely helpful and patient while we walked through the troubleshooting steps. 
"Jade Air, LLC",5,10 months ago,False,none,none,No communication issue.,Incredible team of expert technicians. Jade and Gilbert and their whole team went above and beyond to replace 2 AC units that were from 2003. They found additional issues preventing my AC from running but worked tirelessly with me and my condo neighbors to get it fixed. Most reasonable price for AC 
"Jade Air, LLC",5,9 months ago,False,none,none,no communication issue,"I own a rental property in Dallas. The annual service was done a few weeks ago by Eric from Jade Air. Eric was thorough, polite and arrived on schedule. Eric explained the system and pointed out potential issues and offered maintenance tips. Jade Air is highly recommended for excellent service"
"Jade Air, LLC",5,a year ago,False,none,none,No communication issue was reported in this review.,Our outdoor AC unit would not start. Summer days in North Texas are consistently hitting around 100 degrees. Called Jade Air. Gilbert was helpful and pleasant to speak with. Jade was able to come out within a couple hours. He fixed and cleaned the unit in under an hour. I felt the price was reasonab
"Jade Air, LLC",5,a year ago,False,none,none,No communication issue.,"Hi y'all,  I called Gilbert with Jade air about my ac/heat window unit.  Even though he doesn't work on those, but out of at least 15 calls to other ac repair people,  he is the ONLY one who actually took time out of his day to talk with me about it.  I highly recommend him. My heating is now workin"
"Jade Air, LLC",5,11 months ago,False,none,none,no communication issue,"I have used Jade Air for over a decade both personally at my home and on commercial real estate properties in my career. It is hard to find honest, trustworthy and fair people. When I find companies like Jade Air, I will strategically align myself with them both personally and in industry related fi"
"Jade Air, LLC",5,Edited 7 years ago,False,none,none,No communication issue.,"Update: 2 years after Jade Air installed two brand new units in our house, I called them back out to do routine maintenance. The owner and tech were both very timely, courteous and professional. I would recommend these to anyone as my go to HVAC company.

I was drawn to Jade Air from their reviews o"
"Jade Air, LLC",5,Edited 3 years ago,True,other_comm_problem,the ability of the call center they use to get me through to the right people,The customer had trouble getting through to the right people at the call center.,"I had them replace an AC unit back in 2018, and they did a great job!  They were prompt, courteous and fast.  As for customer service, I will admit I did have a little trouble at first with the ability of the call center they use to get me through to the right people when it came to servicing the un"
"Jade Air, LLC",5,2 years ago,False,none,none,no communication issue,"Gilbert with Jades Air is fantastic. I went through a lot last year with my HOA installing a new roof and causing damage to my unit. Gilbert was there every step of the way. He’s knowledgeable, honest and operates with high integrity. He continues to service and maintenance the AC Unit and I trust h"
"Jade Air, LLC",5,2 years ago,False,none,none,No communication issue.,"I have never reviewed any business and probably won't going forward, but I had to make an exception for Jade Air. I have never experienced such good customer service from any industry, anytime, anywhere. They are responsive, professional, compassionate, and transparent. It was truly amazing to me ho"
"Jade Air, LLC",5,2 years ago,False,none,none,no communication issue,"Over the past few years I have used Jade to fully replace 2 systems and repair parts of two other systems at my rental properties. Gilbert and his team were great to work with, very responsive and get the job done in a timely manner. Highly recommend for a quick and painless process"
"Jade Air, LLC",5,a year ago,False,none,none,No communication issue.,"This is a family owned business that has perfected costumer service. They really do go above and beyond.
Not only did they come out to check our potential hvac problem sooner than I would have expected, they also diagnosed the problem quickly (it wasn't the hvac).  Our issue ended up being a plumbin"
"Jade Air, LLC",5,9 years ago,False,none,none,no communication issue,"Jade Air was great. We had our A/C service done yesterday, 4/29/16. And the people that worked on our unit were very nice and professional. Chris, the person on the phone is very nice and friendly as well. They went out of their way to make sure everything was good before they left. Will use them fr"
"Jade Air, LLC",5,5 years ago,False,none,none,no communication issue,"Like everyone else, I was extremely pleased with Jade Air. I had two new units installed, and Gilbert (the owner) took all the time that I wanted to discuss options, pricing, etc. The work was done very quickly and professionally and for a very fair price. I am very very pleased.  You’ll not find a "
"Jade Air, LLC",5,8 months ago,False,none,none,no communication issue,Highly professional - got there fast - cleaned up afterward - and were very honest in my choices of repair and pricing. Great job all around - thanks y’all!
"Jade Air, LLC",5,5 years ago,False,none,none,No communication issue.,"It's rare that you come across a company so well run that you stop and feel obliged to write them a great review.

Gilbert was outstanding and went above and beyond to make sure that the problem was taken care of. His timely and professional services were a great help to my family and I would not he"
"Jade Air, LLC",5,13 years ago,False,none,none,no communication issue,"We have an older home and when the AC started giving out, we called Jade Air. They arrived promptly and fully explained the problems and the different options. We chose a shorter term solution and they had it fixed in no time. This allowed us to postpone the big purchase for a while, but still have "
